Exporter Clean,Lotid,Sales Quantity,Sales Amount,Total Deductions Excl. Advances,FOB Liq,FOB per Case,Advance Pct Of FOB
BORQUEZ,24TRA101702,2100.0,37886.25,8122.01,29764.239999999998,14.173447619047618,0.0
BORQUEZ,24TRA101711,2100.0,37290.0,13561.79,23728.21,11.299147619047618,0.0
BORQUEZ,24TRA101722,0.0,0.0,1008.0,-1008.0,,-0.0
BORQUEZ,24TRA101724,0.0,0.0,1008.0,-1008.0,,-0.0
BORQUEZ,24TRA101725,0.0,0.0,1008.0,-1008.0,,-0.0
BORQUEZ,24TRA101746,900.0,26730.0,5444.46,21285.54,23.6506,0.0
BORQUEZ,24TRA101749,0.0,0.0,840.0,-840.0,,-0.0
BORQUEZ,24TRA101759,0.0,0.0,120.0,-120.0,,-0.0
BORQUEZ,24TRA101765,270.0,4041.9,1205.37,2836.53,10.505666666666668,0.0
BORQUEZ,24TRA101768,810.0,12150.0,3112.1,9037.9,11.1579012345679,0.0
BORQUEZ,24TRA101773,1470.0,22087.5,5161.79,16925.71,11.514088435374148,0.0
BORQUEZ,24TRA101775,0.0,0.0,840.0,-840.0,,-0.0
BORQUEZ,24TRA101785,2520.0,37849.5,7189.43,30660.07,12.166694444444444,0.0
BORQUEZ,24TRA101786,900.0,14400.0,2700.0,11700.0,13.0,0.0
BORQUEZ,24TRA101790,2520.0,11304.0,11037.34,266.65999999999985,0.10581746031746025,0.0
BORQUEZ,24TRA101794,720.0,12015.0,2369.25,9645.75,13.396875,0.0
BORQUEZ,24TRA101795,0.0,0.0,135.0,-135.0,,-0.0
BORQUEZ,24TRA101796,2520.0,24786.0,25164.9,-378.90000000000146,-0.15035714285714344,-0.0
BORQUEZ,24TRA101797,2520.0,30051.0,6154.65,23896.35,9.48267857142857,0.0
BORQUEZ,24TRA101801,2520.0,8880.24,2979.06,5901.18,2.3417380952380955,0.0
BORQUEZ,24TRA101802,2520.0,36226.06,7080.98,29145.079999999998,11.565507936507936,0.0
BORQUEZ,24TRA101804,1080.0,10854.0,3632.61,7221.389999999999,6.686472222222221,0.0
BORQUEZ,24TRA101805,1245.0,24207.75,4378.17,19829.58,15.927373493975905,0.0
BORQUEZ,24TRA101806,2100.0,42483.75,7632.59,34851.16,16.595790476190476,0.0
BORQUEZ,24TRA101808,2250.0,46348.5,8302.28,38046.22,16.90943111111111,0.0
BORQUEZ,24TRA101814,1650.0,34762.5,6204.4,28558.1,17.307939393939392,0.0
BORQUEZ,24TRA101816,1890.0,27783.0,5301.45,22481.55,11.895,0.0
BORQUEZ,24TRA101818,2520.0,36342.0,6963.299999999999,29378.7,11.658214285714285,0.0
BORQUEZ,24TRA101821,2520.0,27000.0,10506.0,16494.0,6.545238095238095,0.0
BORQUEZ,24TRA101823,1177.0,11916.0,17503.809999999998,-5587.809999999998,-4.747502124044178,-0.0
BORQUEZ,24TRA101829,1170.0,21132.0,3871.7999999999997,17260.2,14.752307692307692,0.0
BORQUEZ,24TRA104662,590.0,13729.0,3474.35,10254.65,17.380762711864406,0.0
BORQUEZ,24TRA104668,1200.0,35200.0,7509.0,27691.0,23.075833333333332,0.0
BORQUEZ,24TRA104670,2240.0,61184.0,11118.6,50065.4,22.350625,0.0
BORQUEZ,24TRA104671,720.0,20160.0,4673.0,15487.0,21.509722222222223,0.0
BORQUEZ,24TRA104675,2240.0,60320.0,11853.0,48467.0,21.63705357142857,0.0
