Exporter Clean,Lotid,Entry Date,Initial Stock,Sale Date,Sale Quantity,Variety,Retailer Name,Sales Amount,Packaging Style,Current Inventory,Weighted Days In Inventory
AGL,BEAU9719420,,,01/31/2024,285.0,SWEET GLOBE,"TOM LANGE COMPANY, INC.",10687.5,Bag,0.0,-2.0
AGL,BMOU9274067,01/23/2024,1600.0,,,TIMCO,,,Unknown,0.0,11.0
AGL,BMOU9274067,,,02/02/2024,320.0,TIMCO,COSTCO WHOLESALE,9600.0,Clam,0.0,11.0
AGL,BMOU9274067,,,02/03/2024,960.0,TIMCO,COSTCO WHOLESALE,28800.0,Clam,0.0,11.0
AGL,BMOU9274067,,,02/05/2024,320.0,TIMCO,COSTCO WHOLESALE,9600.0,Clam,0.0,11.0
AGL,BMOU9309899,02/04/2024,1600.0,,,SWEET GLOBE,,,Unknown,0.0,6.0
AGL,BMOU9309899,,,02/10/2024,160.0,SWEET GLOBE,COSTCO WHOLESALE,5436.68,Clam,0.0,6.0
AGL,BMOU9309899,,,02/10/2024,1360.0,SWEET GLOBE,COSTCO WHOLESALE,46218.75,Clam,0.0,6.0
AGL,BMOU9309899,,,02/14/2024,80.0,SWEET GLOBE,COSTCO WHOLESALE,2714.47,Clam,0.0,6.0
AGL,BMOU9310230,12/31/2023,1700.0,,,BI-COLOR,,,Unknown,0.0,10.0
AGL,BMOU9310230,,,01/10/2024,1700.0,BI-COLOR,C.H. ROBINSON - EDEN PRAIRIE,62900.0,Clam,0.0,10.0
AGL,BMOU9883335,12/30/2023,1600.0,,,IVORY,,,Unknown,0.0,12.0
AGL,BMOU9883335,,,01/11/2024,100.0,IVORY,COSTCO WHOLESALE,3600.0,Clam,0.0,12.0
AGL,BMOU9883335,,,01/12/2024,1420.0,IVORY,COSTCO WHOLESALE,52517.81,Clam,0.0,12.0
AGL,BMOU9883335,,,01/13/2024,80.0,IVORY,COSTCO WHOLESALE,2958.75,Clam,0.0,12.0
AGL,BMOU9889550,12/30/2023,1600.0,,,IVORY,,,Unknown,0.0,19.0
AGL,BMOU9889550,,,01/13/2024,100.0,IVORY,COSTCO WHOLESALE,3698.44,Clam,0.0,19.0
AGL,BMOU9889550,,,01/19/2024,1500.0,IVORY,COSTCO WHOLESALE,55474.88,Clam,0.0,19.0
AGL,BMOU9889740,12/30/2023,1600.0,,,ALLISON,,,Unknown,0.0,6.0
AGL,BMOU9889740,,,01/02/2024,400.0,ALLISON,COSTCO WHOLESALE,14394.8,Clam,0.0,6.0
AGL,BMOU9889740,,,01/04/2024,720.0,ALLISON,COSTCO WHOLESALE,25908.75,Clam,0.0,6.0
AGL,BMOU9889740,,,01/09/2024,480.0,ALLISON,COSTCO WHOLESALE,17272.5,Clam,0.0,6.0
AGL,BMOU9890648,02/04/2024,1600.0,,,SWEET GLOBE,,,Unknown,0.0,10.0
AGL,BMOU9890648,,,02/14/2024,1120.0,SWEET GLOBE,COSTCO WHOLESALE,38062.5,Clam,0.0,10.0
AGL,BMOU9890648,,,02/14/2024,320.0,SWEET GLOBE,COSTCO WHOLESALE,10875.0,Clam,0.0,10.0
AGL,BMOU9890648,,,02/17/2024,160.0,SWEET GLOBE,COSTCO WHOLESALE,5431.66,Clam,0.0,10.0
AGL,BMOU9891270,12/30/2023,1600.0,,,IVORY,,,Unknown,0.0,8.0
AGL,BMOU9891270,,,01/06/2024,1040.0,IVORY,COSTCO WHOLESALE,38463.75,Clam,0.0,8.0
AGL,BMOU9891270,,,01/09/2024,560.0,IVORY,COSTCO WHOLESALE,20148.38,Clam,0.0,8.0
AGL,BMOU9891921,12/30/2023,1600.0,,,ALLISON,,,Unknown,0.0,-6.0
AGL,BMOU9891921,,,12/21/2023,800.0,ALLISON,COSTCO WHOLESALE,28455.0,Clam,0.0,-6.0
AGL,BMOU9891921,,,12/28/2023,640.0,ALLISON,COSTCO WHOLESALE,22764.0,Clam,0.0,-6.0
AGL,BMOU9891921,,,12/28/2023,160.0,ALLISON,COSTCO WHOLESALE,5693.62,Clam,0.0,-6.0
AGL,BMOU9892147,12/30/2023,1700.0,,,BI-COLOR,,,Unknown,0.0,-3.0
AGL,BMOU9892147,,,12/28/2023,1700.0,BI-COLOR,C.H. ROBINSON - EDEN PRAIRIE,62900.0,Clam,0.0,-3.0
AGL,BMOU9892770,02/04/2024,1600.0,,,SWEET GLOBE,,,Unknown,87.0,12.0
AGL,BMOU9892770,,,02/14/2024,1120.0,SWEET GLOBE,COSTCO WHOLESALE,38002.58,Clam,87.0,12.0
AGL,BMOU9892770,,,02/22/2024,80.0,SWEET GLOBE,COSTCO WHOLESALE,2716.71,Clam,87.0,12.0
AGL,BMOU9892770,,,02/23/2024,313.0,SWEET GLOBE,COSTCO WHOLESALE,10635.31,Clam,87.0,12.0
AGL,BMOU9892980,12/30/2023,1600.0,,,ALLISON,,,Unknown,0.0,-3.0
AGL,BMOU9892980,,,12/26/2023,240.0,ALLISON,COSTCO WHOLESALE,8518.98,Clam,0.0,-3.0
AGL,BMOU9892980,,,12/27/2023,720.0,ALLISON,COSTCO WHOLESALE,25909.29,Clam,0.0,-3.0
AGL,BMOU9892980,,,12/28/2023,80.0,ALLISON,COSTCO WHOLESALE,2846.81,Clam,0.0,-3.0
AGL,BMOU9892980,,,12/28/2023,560.0,ALLISON,COSTCO WHOLESALE,20151.25,Clam,0.0,-3.0
AGL,BMOU9893061,01/28/2024,1600.0,,,TIMCO,,,Unknown,0.0,9.0
AGL,BMOU9893061,,,02/06/2024,1600.0,TIMCO,COSTCO WHOLESALE,47975.0,Clam,0.0,9.0
AGL,BMOU9893816,02/04/2024,1600.0,,,SWEET GLOBE,,,Unknown,0.0,12.0
AGL,BMOU9893816,,,02/16/2024,1200.0,SWEET GLOBE,COSTCO WHOLESALE,40784.4,Clam,0.0,12.0
AGL,BMOU9893816,,,02/17/2024,400.0,SWEET GLOBE,COSTCO WHOLESALE,13594.8,Clam,0.0,12.0
AGL,CAIU5542270,01/23/2024,1600.0,,,ALLISON,,,Unknown,0.0,6.0
AGL,CAIU5542270,,,01/24/2024,320.0,ALLISON,COSTCO WHOLESALE,9595.84,Clam,0.0,6.0
AGL,CAIU5542270,,,01/24/2024,80.0,ALLISON,COSTCO WHOLESALE,2398.96,Clam,0.0,6.0
AGL,CAIU5542270,,,01/29/2024,80.0,ALLISON,COSTCO WHOLESALE,2398.86,Clam,0.0,6.0
AGL,CAIU5542270,,,01/31/2024,1040.0,ALLISON,COSTCO WHOLESALE,31184.53,Clam,0.0,6.0
AGL,CAIU5542270,,,02/03/2024,80.0,ALLISON,COSTCO WHOLESALE,2398.75,Clam,0.0,6.0
AGL,CAIU5553870,01/23/2024,1600.0,,,SWEET GLOBE,,,Unknown,0.0,-3.0
AGL,CAIU5553870,,,01/20/2024,560.0,SWEET GLOBE,COSTCO WHOLESALE,19029.08,Clam,0.0,-3.0
AGL,CAIU5553870,,,01/20/2024,1040.0,SWEET GLOBE,COSTCO WHOLESALE,35339.72,Clam,0.0,-3.0
AGL,CRLU1324216,01/22/2024,1600.0,,,SWEET GLOBE,,,Unknown,0.0,11.0
AGL,CRLU1324216,,,02/01/2024,720.0,SWEET GLOBE,COSTCO WHOLESALE,24480.0,Clam,0.0,11.0
AGL,CRLU1324216,,,02/02/2024,560.0,SWEET GLOBE,COSTCO WHOLESALE,19040.0,Clam,0.0,11.0
AGL,CRLU1324216,,,02/09/2024,320.0,SWEET GLOBE,COSTCO WHOLESALE,10880.0,Clam,0.0,11.0
AGL,CRSU6064441,12/30/2023,1600.0,,,CANDY DREAMS,,,Unknown,0.0,23.0
AGL,CRSU6064441,,,01/20/2024,320.0,CANDY DREAMS,COSTCO WHOLESALE,11520.0,Clam,0.0,23.0
AGL,CRSU6064441,,,01/22/2024,640.0,CANDY DREAMS,COSTCO WHOLESALE,19200.0,Clam,0.0,23.0
AGL,CRSU6064441,,,01/24/2024,640.0,CANDY DREAMS,COSTCO WHOLESALE,19200.0,Clam,0.0,23.0
AGL,CRSU6126939,12/30/2023,1600.0,,,CANDY DREAMS,,,Unknown,0.0,24.0
AGL,CRSU6126939,,,01/23/2024,800.0,CANDY DREAMS,COSTCO WHOLESALE,24000.0,Clam,0.0,24.0
AGL,CRSU6126939,,,01/23/2024,240.0,CANDY DREAMS,COSTCO WHOLESALE,7200.0,Clam,0.0,24.0
AGL,CRSU6126939,,,01/24/2024,560.0,CANDY DREAMS,COSTCO WHOLESALE,16800.0,Clam,0.0,24.0
AGL,CRXU6955248,01/20/2024,1600.0,,,SWEET FAVORS,,,Unknown,0.0,25.0
AGL,CRXU6955248,,,02/14/2024,720.0,SWEET FAVORS,COSTCO WHOLESALE,20160.0,Clam,0.0,25.0
AGL,CRXU6955248,,,02/14/2024,80.0,SWEET FAVORS,COSTCO WHOLESALE,2240.0,Clam,0.0,25.0
AGL,CRXU6955248,,,02/15/2024,640.0,SWEET FAVORS,COSTCO WHOLESALE,17920.0,Clam,0.0,25.0
AGL,CRXU6955248,,,02/17/2024,160.0,SWEET FAVORS,COSTCO WHOLESALE,4480.0,Clam,0.0,25.0
AGL,CTWU1600440,12/30/2023,1700.0,,,BI-COLOR,,,Unknown,0.0,-3.0
AGL,CTWU1600440,,,12/28/2023,1700.0,BI-COLOR,C.H. ROBINSON - EDEN PRAIRIE,62900.0,Clam,0.0,-3.0
AGL,CTWU1600646,12/27/2023,1600.0,,,ALLISON,,,Unknown,0.0,8.0
AGL,CTWU1600646,,,01/04/2024,720.0,ALLISON,COSTCO WHOLESALE,25910.64,Clam,0.0,8.0
AGL,CTWU1600646,,,01/04/2024,800.0,ALLISON,COSTCO WHOLESALE,28469.6,Clam,0.0,8.0
AGL,CTWU1600646,,,01/08/2024,80.0,ALLISON,COSTCO WHOLESALE,2877.5,Clam,0.0,8.0
AGL,CTWU1601025,12/30/2023,1600.0,,,ALLISON,,,Unknown,0.0,12.0
AGL,CTWU1601025,,,01/09/2024,320.0,ALLISON,COSTCO WHOLESALE,11834.12,Clam,0.0,12.0
AGL,CTWU1601025,,,01/09/2024,320.0,ALLISON,COSTCO WHOLESALE,11835.84,Clam,0.0,12.0
AGL,CTWU1601025,,,01/13/2024,720.0,ALLISON,COSTCO WHOLESALE,23029.29,Clam,0.0,12.0
AGL,CTWU1601025,,,01/15/2024,240.0,ALLISON,COSTCO WHOLESALE,7676.43,Clam,0.0,12.0
AGL,CTWU1601278,12/15/2023,1600.0,,,IVORY,,,Unknown,0.0,21.0
AGL,CTWU1601278,,,01/04/2024,320.0,IVORY,COSTCO WHOLESALE,11515.84,Clam,0.0,21.0
AGL,CTWU1601278,,,01/06/2024,880.0,IVORY,COSTCO WHOLESALE,31666.25,Clam,0.0,21.0
AGL,CTWU1601278,,,01/06/2024,400.0,IVORY,COSTCO WHOLESALE,14391.7,Clam,0.0,21.0
AGL,CTWU1601365,12/27/2023,1600.0,,,SWEET GLOBE,,,Unknown,0.0,13.0
AGL,CTWU1601365,,,01/09/2024,880.0,SWEET GLOBE,COSTCO WHOLESALE,32546.25,Clam,0.0,13.0
AGL,CTWU1601365,,,01/10/2024,80.0,SWEET GLOBE,COSTCO WHOLESALE,2878.75,Clam,0.0,13.0
AGL,CTWU1601365,,,01/11/2024,640.0,SWEET GLOBE,COSTCO WHOLESALE,23670.0,Clam,0.0,13.0
AGL,CTWU1602607,01/15/2024,1900.0,,,SWEET FAVORS,,,Unknown,0.0,9.0
AGL,CTWU1602607,,,01/19/2024,190.0,SWEET FAVORS,SHAMROCK PRODUCE & BROKERAGE LLC,6080.0,Bag,0.0,9.0
AGL,CTWU1602607,,,01/22/2024,95.0,SWEET FAVORS,SHAMROCK PRODUCE & BROKERAGE LLC,3040.0,Bag,0.0,9.0
AGL,CTWU1602607,,,01/22/2024,190.0,SWEET FAVORS,SHAMROCK PRODUCE & BROKERAGE LLC,6080.0,Bag,0.0,9.0
AGL,CTWU1602607,,,01/23/2024,95.0,SWEET FAVORS,SHAMROCK PRODUCE & BROKERAGE LLC,3040.0,Bag,0.0,9.0
AGL,CTWU1602607,,,01/25/2024,95.0,SWEET FAVORS,SHAMROCK PRODUCE & BROKERAGE LLC,3040.0,Bag,0.0,9.0
AGL,CTWU1602607,,,01/25/2024,95.0,SWEET FAVORS,SHAMROCK PRODUCE & BROKERAGE LLC,3040.0,Bag,0.0,9.0
AGL,CTWU1602607,,,01/25/2024,380.0,SWEET FAVORS,BAYSHORE PRODUCE LLC,12160.0,Bag,0.0,9.0
AGL,CTWU1602607,,,01/25/2024,475.0,SWEET FAVORS,"JSTAR PRODUCE, LLC.",14725.0,Bag,0.0,9.0
AGL,CTWU1602607,,,01/26/2024,190.0,SWEET FAVORS,SHAMROCK PRODUCE & BROKERAGE LLC,6080.0,Bag,0.0,9.0
AGL,CTWU1602607,,,01/26/2024,95.0,SWEET FAVORS,SHAMROCK PRODUCE & BROKERAGE LLC,3040.0,Bag,0.0,9.0
AGL,CTWU1603162,01/28/2024,1600.0,,,TIMCO,,,Unknown,0.0,10.0
AGL,CTWU1603162,,,02/07/2024,1200.0,TIMCO,COSTCO WHOLESALE,35982.15,Clam,0.0,10.0
AGL,CTWU1603162,,,02/09/2024,400.0,TIMCO,COSTCO WHOLESALE,11975.0,Clam,0.0,10.0
AGL,CXRU1434990,01/23/2024,1600.0,,,CANDY DREAMS,,,Unknown,0.0,18.0
AGL,CXRU1434990,,,02/08/2024,320.0,CANDY DREAMS,COSTCO WHOLESALE,9600.0,Clam,0.0,18.0
AGL,CXRU1434990,,,02/10/2024,240.0,CANDY DREAMS,COSTCO WHOLESALE,7200.0,Clam,0.0,18.0
AGL,CXRU1434990,,,02/12/2024,240.0,CANDY DREAMS,COSTCO WHOLESALE,6720.0,Clam,0.0,18.0
AGL,CXRU1434990,,,02/12/2024,800.0,CANDY DREAMS,COSTCO WHOLESALE,22400.0,Clam,0.0,18.0
AGL,CXRU1457260,12/30/2023,1600.0,,,IVORY,,,Unknown,0.0,2.0
AGL,CXRU1457260,,,01/02/2024,1280.0,IVORY,COSTCO WHOLESALE,46848.0,Clam,0.0,2.0
AGL,CXRU1457260,,,12/30/2023,320.0,IVORY,COSTCO WHOLESALE,11712.0,Clam,0.0,2.0
AGL,CXRU1636939,01/23/2024,1600.0,,,SWEET GLOBE,,,Unknown,0.0,-3.0
AGL,CXRU1636939,,,01/19/2024,960.0,SWEET GLOBE,COSTCO WHOLESALE,35505.0,Clam,0.0,-3.0
AGL,CXRU1636939,,,01/23/2024,640.0,SWEET GLOBE,COSTCO WHOLESALE,21734.96,Clam,0.0,-3.0
AGL,EMCU5307609,01/29/2024,1600.0,,,SWEET GLOBE,,,Unknown,0.0,-28.0
AGL,EMCU5307609,,,01/01/2024,1600.0,SWEET GLOBE,"COSTCO WHOLESALE TAIWAN, INC",61952.0,Clam,0.0,-28.0
AGL,EMCU5326234,01/29/2024,1600.0,,,SWEET GLOBE,,,Unknown,0.0,-28.0
AGL,EMCU5326234,,,01/01/2024,1600.0,SWEET GLOBE,"COSTCO WHOLESALE TAIWAN, INC",61952.0,Clam,0.0,-28.0
AGL,EMCU5344285,01/23/2024,1600.0,,,SWEET GLOBE,,,Unknown,0.0,-20.0
AGL,EMCU5344285,,,01/03/2024,1600.0,SWEET GLOBE,"COSTCO WHOLESALE TAIWAN, INC",61952.0,Clam,0.0,-20.0
AGL,EMCU5350842,12/30/2023,1600.0,,,SWEET GLOBE,,,Unknown,0.0,4.0
AGL,EMCU5350842,,,01/03/2024,1600.0,SWEET GLOBE,"COSTCO WHOLESALE TAIWAN, INC",61312.0,Clam,0.0,4.0
AGL,EMCU5374314,12/30/2023,1600.0,,,SWEET GLOBE,,,Unknown,0.0,-16.0
AGL,EMCU5374314,,,12/14/2023,42.0,SWEET GLOBE,"COSTCO WHOLESALE TAIWAN, INC",0.0,Clam,0.0,-16.0
AGL,EMCU5374314,,,12/14/2023,1520.0,SWEET GLOBE,"COSTCO WHOLESALE TAIWAN, INC",58854.4,Clam,0.0,-16.0
AGL,EMCU5374314,,,12/14/2023,38.0,SWEET GLOBE,"COSTCO WHOLESALE TAIWAN, INC",1471.36,Clam,0.0,-16.0
AGL,EMCU5385577,12/30/2023,1600.0,,,SWEET GLOBE,,,Unknown,0.0,-16.0
AGL,EMCU5385577,,,12/14/2023,38.0,SWEET GLOBE,"COSTCO WHOLESALE TAIWAN, INC",1471.36,Clam,0.0,-16.0
AGL,EMCU5385577,,,12/14/2023,1520.0,SWEET GLOBE,"COSTCO WHOLESALE TAIWAN, INC",58854.4,Clam,0.0,-16.0
AGL,EMCU5385577,,,12/14/2023,42.0,SWEET GLOBE,"COSTCO WHOLESALE TAIWAN, INC",0.0,Clam,0.0,-16.0
AGL,EMCU5387100,12/30/2023,1600.0,,,SWEET GLOBE,,,Unknown,0.0,-16.0
AGL,EMCU5387100,,,12/14/2023,1600.0,SWEET GLOBE,"COSTCO WHOLESALE TAIWAN, INC",61952.0,Clam,0.0,-16.0
AGL,EMCU5479022,12/30/2023,1600.0,,,SWEET GLOBE,,,Unknown,0.0,-9.0
AGL,EMCU5479022,,,12/21/2023,1600.0,SWEET GLOBE,"COSTCO WHOLESALE TAIWAN, INC",61952.0,Clam,0.0,-9.0
AGL,EMCU5567170,12/30/2023,1600.0,,,SWEET GLOBE,,,Unknown,0.0,-9.0
AGL,EMCU5567170,,,12/21/2023,1600.0,SWEET GLOBE,"COSTCO WHOLESALE TAIWAN, INC",61952.0,Clam,0.0,-9.0
AGL,EMCU5580043,12/30/2023,1600.0,,,SWEET GLOBE,,,Unknown,0.0,-9.0
AGL,EMCU5580043,,,12/21/2023,1600.0,SWEET GLOBE,"COSTCO WHOLESALE TAIWAN, INC",61952.0,Clam,0.0,-9.0
AGL,EMCU5585770,12/30/2023,1600.0,,,SWEET GLOBE,,,Unknown,0.0,-9.0
AGL,EMCU5585770,,,12/21/2023,1600.0,SWEET GLOBE,"COSTCO WHOLESALE TAIWAN, INC",61952.0,Clam,0.0,-9.0
AGL,EMCU5593502,01/30/2024,1600.0,,,SWEET FAVORS,,,Unknown,0.0,-29.0
AGL,EMCU5593502,,,01/01/2024,1600.0,SWEET FAVORS,"COSTCO WHOLESALE TAIWAN, INC",61952.0,Clam,0.0,-29.0
AGL,EMCU5594617,12/30/2023,1600.0,,,SWEET GLOBE,,,Unknown,0.0,-9.0
AGL,EMCU5594617,,,12/21/2023,1600.0,SWEET GLOBE,"COSTCO WHOLESALE TAIWAN, INC",61952.0,Clam,0.0,-9.0
AGL,EMCU5610750,01/30/2024,1600.0,,,SWEET FAVORS,,,Unknown,0.0,-29.0
AGL,EMCU5610750,,,01/01/2024,1600.0,SWEET FAVORS,"COSTCO WHOLESALE TAIWAN, INC",61952.0,Clam,0.0,-29.0
AGL,EMCU5648586,01/23/2024,1600.0,,,SWEET GLOBE,,,Unknown,0.0,-20.0
AGL,EMCU5648586,,,01/03/2024,1600.0,SWEET GLOBE,"COSTCO WHOLESALE TAIWAN, INC",61952.0,Clam,0.0,-20.0
AGL,FSCU5778149,12/30/2023,1600.0,,,IVORY,,,Unknown,0.0,0.0
AGL,FSCU5778149,,,12/30/2023,1600.0,IVORY,COSTCO WHOLESALE,58560.0,Clam,0.0,0.0
AGL,FSCU5784368,01/20/2024,1600.0,,,CANDY DREAMS,,,Unknown,0.0,15.0
AGL,FSCU5784368,,,02/02/2024,320.0,CANDY DREAMS,COSTCO WHOLESALE,8960.0,Clam,0.0,15.0
AGL,FSCU5784368,,,02/05/2024,1280.0,CANDY DREAMS,COSTCO WHOLESALE,35840.0,Clam,0.0,15.0
AGL,HLBU9076418,12/30/2023,1600.0,,,ALLISON,,,Unknown,0.0,9.0
AGL,HLBU9076418,,,01/08/2024,1120.0,ALLISON,COSTCO WHOLESALE,40320.0,Clam,0.0,9.0
AGL,HLBU9076418,,,01/08/2024,480.0,ALLISON,COSTCO WHOLESALE,17280.0,Clam,0.0,9.0
AGL,HLBU9113276,12/15/2023,1600.0,,,CANDY SNAP,,,Unknown,0.0,20.0
AGL,HLBU9113276,,,01/04/2024,1600.0,CANDY SNAP,COSTCO WHOLESALE,56960.0,Clam,0.0,20.0
AGL,HLBU9130479,01/22/2024,1600.0,,,ALLISON,,,Unknown,0.0,5.0
AGL,HLBU9130479,,,01/27/2024,1600.0,ALLISON,COSTCO WHOLESALE,48000.0,Clam,0.0,5.0
AGL,HLBU9182718,01/22/2024,1600.0,,,SWEET GLOBE,,,Unknown,0.0,8.0
AGL,HLBU9182718,,,01/30/2024,400.0,SWEET GLOBE,COSTCO WHOLESALE,13600.0,Clam,0.0,8.0
AGL,HLBU9182718,,,01/30/2024,640.0,SWEET GLOBE,COSTCO WHOLESALE,21760.0,Clam,0.0,8.0
AGL,HLBU9182718,,,01/30/2024,560.0,SWEET GLOBE,COSTCO WHOLESALE,19040.0,Clam,0.0,8.0
AGL,HLBU9458350,12/15/2023,1600.0,,,CANDY SNAP,,,Unknown,0.0,20.0
AGL,HLBU9458350,,,01/04/2024,1600.0,CANDY SNAP,COSTCO WHOLESALE,56960.0,Clam,0.0,20.0
AGL,HLBU9534608,01/22/2024,1600.0,,,SWEET GLOBE,,,Unknown,0.0,7.0
AGL,HLBU9534608,,,01/29/2024,1600.0,SWEET GLOBE,COSTCO WHOLESALE,54400.0,Clam,0.0,7.0
AGL,HLBU9535688,12/30/2023,1600.0,,,CANDY SNAP,,,Unknown,0.0,12.0
AGL,HLBU9535688,,,01/11/2024,1600.0,CANDY SNAP,COSTCO WHOLESALE,57600.0,Clam,0.0,12.0
AGL,HLBU9557244,01/22/2024,1600.0,,,SWEET GLOBE,,,Unknown,0.0,7.0
AGL,HLBU9557244,,,01/26/2024,80.0,SWEET GLOBE,COSTCO WHOLESALE,2720.0,Clam,0.0,7.0
AGL,HLBU9557244,,,01/29/2024,320.0,SWEET GLOBE,COSTCO WHOLESALE,10880.0,Clam,0.0,7.0
AGL,HLBU9557244,,,01/30/2024,1200.0,SWEET GLOBE,COSTCO WHOLESALE,40800.0,Clam,0.0,7.0
AGL,HLBU9607031,01/22/2024,1600.0,,,SWEET GLOBE,,,Unknown,0.0,8.0
AGL,HLBU9607031,,,01/30/2024,400.0,SWEET GLOBE,COSTCO WHOLESALE,13600.0,Clam,0.0,8.0
AGL,HLBU9607031,,,01/31/2024,1200.0,SWEET GLOBE,COSTCO WHOLESALE,40800.0,Clam,0.0,8.0
AGL,HLBU9730220,12/30/2023,1600.0,,,CANDY SNAP,,,Unknown,0.0,13.0
AGL,HLBU9730220,,,01/12/2024,1600.0,CANDY SNAP,COSTCO WHOLESALE,57600.0,Clam,0.0,13.0
AGL,HLBU9770096,12/30/2023,1600.0,,,ALLISON,,,Unknown,0.0,5.0
AGL,HLBU9770096,,,01/04/2024,1600.0,ALLISON,COSTCO WHOLESALE,53760.0,Clam,0.0,5.0
AGL,HLBU9847372,12/15/2023,1600.0,,,CANDY SNAP,,,Unknown,0.0,21.0
AGL,HLBU9847372,,,01/05/2024,1600.0,CANDY SNAP,COSTCO WHOLESALE,56960.0,Clam,0.0,21.0
AGL,HLBU9866285,12/17/2023,1600.0,,,CANDY SNAP,,,Unknown,2.0,24.0
AGL,HLBU9866285,,,01/10/2024,1598.0,CANDY SNAP,COSTCO WHOLESALE,57528.0,Clam,2.0,24.0
AGL,HLBU9889784,01/05/2024,1600.0,,,ALLISON,,,Unknown,0.0,14.0
AGL,HLBU9889784,,,01/19/2024,400.0,ALLISON,D.L.J. PRODUCE,14800.0,Clam,0.0,14.0
AGL,HLBU9889784,,,01/19/2024,480.0,ALLISON,COSTCO WHOLESALE,14400.0,Clam,0.0,14.0
AGL,HLBU9889784,,,01/20/2024,720.0,ALLISON,COSTCO WHOLESALE,21600.0,Clam,0.0,14.0
AGL,HLBU9902778,12/15/2023,1600.0,,,CANDY SNAP,,,Unknown,0.0,20.0
AGL,HLBU9902778,,,01/04/2024,1600.0,CANDY SNAP,COSTCO WHOLESALE,57600.0,Clam,0.0,20.0
AGL,HLBU9919533,01/22/2024,1600.0,,,ALLISON,,,Unknown,0.0,7.0
AGL,HLBU9919533,,,01/29/2024,1600.0,ALLISON,COSTCO WHOLESALE,48000.0,Clam,0.0,7.0
AGL,HLBU9956250,01/05/2024,1600.0,,,ALLISON,,,Unknown,0.0,15.0
AGL,HLBU9956250,,,01/20/2024,720.0,ALLISON,COSTCO WHOLESALE,25920.0,Clam,0.0,15.0
AGL,HLBU9956250,,,01/20/2024,880.0,ALLISON,COSTCO WHOLESALE,26400.0,Clam,0.0,15.0
AGL,HLBU9962571,12/30/2023,1600.0,,,CANDY DREAMS,,,Unknown,0.0,24.0
AGL,HLBU9962571,,,01/23/2024,800.0,CANDY DREAMS,COSTCO WHOLESALE,24000.0,Clam,0.0,24.0
AGL,HLBU9962571,,,01/23/2024,560.0,CANDY DREAMS,COSTCO WHOLESALE,16800.0,Clam,0.0,24.0
AGL,HLBU9962571,,,01/27/2024,240.0,CANDY DREAMS,COSTCO WHOLESALE,7200.0,Clam,0.0,24.0
AGL,HLBU9967568,01/05/2024,1600.0,,,ALLISON,,,Unknown,0.0,15.0
AGL,HLBU9967568,,,01/20/2024,880.0,ALLISON,COSTCO WHOLESALE,31680.0,Clam,0.0,15.0
AGL,HLBU9967568,,,01/22/2024,720.0,ALLISON,COSTCO WHOLESALE,21600.0,Clam,0.0,15.0
AGL,HLBU9971681,12/15/2023,1600.0,,,CANDY SNAP,,,Unknown,0.0,21.0
AGL,HLBU9971681,,,01/05/2024,1600.0,CANDY SNAP,COSTCO WHOLESALE,56960.0,Clam,0.0,21.0
AGL,HLBU9972219,12/30/2023,1600.0,,,ALLISON,,,Unknown,0.0,20.0
