Lotid,Exporter Clean,Initial Stock,Entry Date,Variety
MNBU0004376,AGL,1600,02/06/2024,SWEET GLOBE
MNBU0069989,AGL,1600,01/23/2024,SWEET GLOBE
MNBU0100873,AGL,1600,12/30/2023,ALLISON
MNBU0142570,AGL,1600,01/28/2024,CANDY DREAMS
MNBU0191512,AGL,1600,12/30/2023,CANDY DREAMS
MNBU0213231,AGL,1600,01/08/2024,SWEET GLOBE
MNBU0219380,AGL,1600,01/22/2024,SWEET GLOBE
MNBU0249065,AGL,1600,01/23/2024,SWEET FAVORS
MNBU0251714,AGL,240,01/30/2024,SWEET GLOBE
MNBU0251714,AGL,1360,01/30/2024,TIMCO
MNBU0274406,AGL,1600,01/08/2024,SWEET GLOBE
MNBU0304183,AGL,1805,12/30/2023,ALLISON
MNBU0304183,AGL,95,12/30/2023,TIMCO
MNBU0306993,AGL,1600,01/30/2024,TIMCO
MNBU0307599,AGL,1600,02/06/2024,SWEET GLOBE
MNBU0356551,AGL,1800,12/30/2023,TIMCO
MNBU0377359,AGL,1600,01/23/2024,SWEET GLOBE
MNBU0509033,AGL,1800,01/08/2024,TIMCO
MNBU0530920,AGL,1600,01/30/2024,SWEET GLOBE
MNBU0541040,AGL,1600,01/08/2024,SWEET GLOBE
MNBU0547579,AGL,1600,01/30/2024,SWEET GLOBE
MNBU0573726,AGL,1600,01/22/2024,SWEET GLOBE
MNBU0590472,AGL,1600,02/06/2024,SWEET GLOBE
MNBU0591870,AGL,1140,02/06/2024,SWEET GLOBE
MNBU0591870,AGL,380,02/06/2024,SWEET GLOBE
MNBU0591870,AGL,380,02/06/2024,SWEET GLOBE
MNBU0599090,AGL,1600,01/23/2024,SWEET GLOBE
MNBU0603121,AGL,1600,12/30/2023,CANDY SNAP
MNBU0615755,AGL,1600,01/23/2024,SWEET GLOBE
MNBU0624633,AGL,800,01/22/2024,ALLISON
MNBU0624633,AGL,800,01/22/2024,TIMCO
MNBU3014280,AGL,1600,01/23/2024,SWEET GLOBE
MNBU3102890,AGL,1600,12/30/2023,SWEET GLOBE
MNBU3161255,AGL,1600,01/22/2024,CANDY DREAMS
MNBU3224625,AGL,1600,01/22/2024,ALLISON
MNBU3315448,AGL,1600,01/30/2024,SWEET GLOBE
MNBU3340760,AGL,1600,01/30/2024,SWEET GLOBE
MNBU3381075,AGL,1600,02/06/2024,SWEET GLOBE
MNBU3390800,AGL,1600,01/30/2024,SWEET FAVORS
MNBU3394030,AGL,1600,01/08/2024,SWEET GLOBE
MNBU3399496,AGL,1600,12/30/2023,TIMCO
MNBU3446582,AGL,570,02/04/2024,SWEET GLOBE
MNBU3446582,AGL,190,02/04/2024,SWEET GLOBE
MNBU3446582,AGL,1140,02/04/2024,SWEET GLOBE
MNBU3497168,AGL,1600,01/22/2024,SWEET GLOBE
MNBU3506357,AGL,1600,12/30/2023,CANDY DREAMS
MNBU3660721,AGL,1600,01/31/2024,SWEET FAVORS
MNBU3721848,AGL,1235,02/06/2024,SWEET GLOBE
MNBU3721848,AGL,285,02/06/2024,SWEET GLOBE
MNBU3721848,AGL,380,02/06/2024,SWEET GLOBE
MNBU3774072,AGL,1600,01/23/2024,CANDY DREAMS
MNBU3783984,AGL,1600,01/23/2024,SWEET GLOBE
MNBU3828409,AGL,1600,01/22/2024,SWEET GLOBE
MNBU3837951,AGL,1800,12/30/2023,TIMCO
MNBU3841782,AGL,1600,12/30/2023,SWEET GLOBE
MNBU3932326,AGL,1600,12/30/2023,SWEET GLOBE
MNBU3940722,AGL,1600,02/06/2024,SWEET GLOBE
MNBU3960138,AGL,1600,12/30/2023,SWEET GLOBE
MNBU3975122,AGL,1600,12/30/2023,ALLISON
MNBU3992412,AGL,80,01/30/2024,COTTON CANDY
MNBU3992412,AGL,1520,01/30/2024,SWEET GLOBE
MNBU4053471,AGL,1600,12/30/2023,SWEET GLOBE
MNBU4139019,AGL,1600,01/30/2024,SWEET GLOBE
MNBU4145829,AGL,1600,02/04/2024,SWEET GLOBE
MNBU4185267,AGL,1600,01/23/2024,SWEET GLOBE
MNBU4193869,AGL,1600,02/06/2024,SWEET GLOBE
MNBU4199086,AGL,1600,01/30/2024,SWEET GLOBE
MNBU4290452,AGL,1600,02/07/2024,SWEET GLOBE
MNBU4290658,AGL,1600,12/30/2023,SWEET GLOBE
MNBU4307920,AGL,1900,12/30/2023,TIMCO
MNBU4311832,AGL,1600,01/23/2024,SWEET GLOBE
MNBU4344250,AGL,1600,12/30/2023,SWEET GLOBE
MNBU4354351,AGL,1600,01/30/2024,SWEET GLOBE
MNBU4355764,AGL,1600,02/06/2024,SWEET GLOBE
MNBU4388048,AGL,1600,01/23/2024,TIMCO
MNBU4422564,AGL,1600,01/30/2024,CANDY DREAMS
MNBU4425120,AGL,1600,01/30/2024,SWEET GLOBE
MNBU9028912,AGL,1260,12/30/2023,ALLISON
MNBU9028912,AGL,540,12/30/2023,TIMCO
MNBU9051980,AGL,1600,01/23/2024,CANDY DREAMS
MNBU9056977,AGL,80,01/23/2024,COTTON CANDY
MNBU9056977,AGL,1520,01/23/2024,SWEET GLOBE
MNBU9097560,AGL,1600,01/23/2024,CANDY DREAMS
MNBU9132681,AGL,1600,02/06/2024,SWEET GLOBE
MNBU9133950,AGL,80,02/06/2024,COTTON CANDY
MNBU9133950,AGL,1520,02/06/2024,SWEET GLOBE
MNBU9143794,AGL,1600,02/07/2024,SWEET GLOBE
MNBU9156127,AGL,1600,12/30/2023,TIMCO
MNBU9161904,AGL,1600,02/06/2024,SWEET GLOBE
MNBU9162623,AGL,1600,01/23/2024,SWEET GLOBE
MSDU9019579,AGL,1600,12/30/2023,ALLISON
MSDU9022802,AGL,1600,01/30/2024,TIMCO
MSDU9034486,AGL,1600,12/31/2023,ALLISON
MSDU9038199,AGL,1600,01/20/2024,ALLISON
MSDU9700113,AGL,1600,02/07/2024,SWEET GLOBE
MSDU9703278,AGL,1600,01/30/2024,SWEET GLOBE
MSDU9703874,AGL,1600,02/07/2024,SWEET GLOBE
MSDU9703956,AGL,1600,02/07/2024,SWEET GLOBE
MSDU9704968,AGL,1600,01/30/2024,SWEET GLOBE
MSDU9714502,AGL,1600,02/07/2024,SWEET GLOBE
MSDU9714550,AGL,1600,02/07/2024,SWEET GLOBE
OTPU6513104,AGL,1600,12/30/2023,ALLISON
OTPU6576550,AGL,80,02/07/2024,COTTON CANDY
OTPU6576550,AGL,1520,02/07/2024,SWEET GLOBE
SEGU9521992,AGL,1600,01/23/2024,ALLISON
SEGU9545947,AGL,1700,12/30/2023,BI-COLOR
SEGU9622895,AGL,1600,12/30/2023,ALLISON
SEGU9624100,AGL,1600,12/27/2023,SWEET GLOBE
SEGU9624326,AGL,1600,12/30/2023,ALLISON
SEGU9629879,AGL,1600,01/28/2024,SWEET GLOBE
SEGU9819478,AGL,1700,12/31/2023,BI-COLOR
SEGU9883374,AGL,1900,02/04/2024,SWEET GLOBE
SEGU9884072,AGL,1600,12/30/2023,ALLISON
SEGU9884508,AGL,1600,12/27/2023,ALLISON
SEGU9884555,AGL,1600,01/28/2024,SWEET GLOBE
SEGU9884600,AGL,1600,02/04/2024,SWEET GLOBE
SEGU9885720,AGL,1700,12/30/2023,BI-COLOR
SEGU9886239,AGL,1600,01/23/2024,SWEET GLOBE
SEGU9886481,AGL,1600,12/30/2023,ALLISON
SEGU9886558,AGL,1700,12/30/2023,BI-COLOR
SEGU9886603,AGL,1600,01/28/2024,ALLISON
SEGU9887066,AGL,1600,12/27/2023,ALLISON
SEGU9887430,AGL,1600,12/15/2023,ALLISON
SEGU9887446,AGL,1600,02/04/2024,SWEET GLOBE
SEGU9992797,AGL,1600,01/20/2024,SWEET GLOBE
SEKU9118220,AGL,1330,02/04/2024,SWEET GLOBE
SEKU9118220,AGL,570,02/04/2024,SWEET GLOBE
SEKU9118425,AGL,95,02/04/2024,SWEET GLOBE
SEKU9118425,AGL,475,02/04/2024,SWEET GLOBE
SEKU9118425,AGL,1330,02/04/2024,SWEET GLOBE
SEKU9120042,AGL,1900,02/04/2024,SWEET GLOBE
SMLU5461609,AGL,1600,01/23/2024,SWEET GLOBE
SMLU5463690,AGL,1600,01/23/2024,ALLISON
SMLU5469662,AGL,1600,02/04/2024,SWEET GLOBE
SMLU5470684,AGL,1600,02/04/2024,SWEET GLOBE
SMLU5471850,AGL,1600,12/30/2023,IVORY
SMLU5472769,AGL,1600,12/30/2023,IVORY
SMLU5472877,AGL,1900,01/28/2024,SWEET FAVORS
SMLU5473066,AGL,1900,01/28/2024,SWEET GLOBE
SMLU5473507,AGL,1600,12/12/2023,CANDY SNAP
SMLU5476960,AGL,1900,01/23/2024,SWEET FAVORS
SMLU5477143,AGL,1600,02/04/2024,SWEET GLOBE
SMLU5478350,AGL,1600,12/30/2023,ALLISON
SUDU6071166,AGL,1600,01/30/2024,SWEET FAVORS
SUDU6120912,AGL,1600,12/30/2023,SWEET GLOBE
SUDU6182616,AGL,1600,12/30/2023,SWEET GLOBE
SUDU8022140,AGL,1600,01/23/2024,TIMCO
SUDU8110657,AGL,1600,12/30/2023,SWEET GLOBE
SUDU8115900,AGL,1600,01/30/2024,TIMCO
SUDU8198484,AGL,1600,01/23/2024,SWEET GLOBE
SUDU8208690,AGL,1600,12/30/2023,SWEET GLOBE
SZLU5000011,AGL,1600,12/15/2023,CANDY SNAP
SZLU5000496,AGL,1600,12/27/2023,SWEET GLOBE
SZLU5001131,AGL,1600,12/30/2023,ALLISON
SZLU5001363,AGL,1600,12/27/2023,SWEET GLOBE
SZLU5001830,AGL,1900,01/31/2024,SWEET GLOBE
SZLU5002457,AGL,1600,02/04/2024,SWEET GLOBE
SZLU5010004,AGL,1600,12/27/2023,SWEET GLOBE
SZLU9259510,AGL,1600,12/30/2023,CANDY DREAMS
SZLU9259952,AGL,1600,01/20/2024,ALLISON
SZLU9275568,AGL,1600,01/15/2024,ALLISON
SZLU9302447,AGL,1700,12/30/2023,BI-COLOR
SZLU9304286,AGL,1600,01/28/2024,SWEET GLOBE
SZLU9304537,AGL,1600,12/30/2023,IVORY
SZLU9304990,AGL,1600,01/28/2024,TIMCO
SZLU9355684,AGL,1600,01/02/2024,TIMCO
SZLU9395901,AGL,1600,12/30/2023,ALLISON
SZLU9578353,AGL,1600,01/20/2024,SWEET FAVORS
TCLU1321702,AGL,1600,12/15/2023,CANDY SNAP
TEMU9051072,AGL,1600,01/20/2024,SWEET GLOBE
TEMU9620862,AGL,1600,12/30/2023,IVORY
TEMU9621010,AGL,1700,12/30/2023,ALLISON
TEMU9622119,AGL,1600,01/23/2024,SWEET GLOBE
TEMU9622295,AGL,1600,12/27/2023,SWEET GLOBE
TEMU9624560,AGL,1600,12/30/2023,CANDY SNAP
TEMU9750110,AGL,1600,12/27/2023,SWEET GLOBE
TEMU9750151,AGL,1900,02/04/2024,SWEET GLOBE
TEMU9750228,AGL,1600,02/04/2024,SWEET GLOBE
TEMU9787398,AGL,1600,01/30/2024,SWEET GLOBE
TLLU1156490,AGL,1600,02/06/2024,SWEET GLOBE
TLLU1189087,AGL,1600,01/01/2024,SWEET FAVORS
TRIU8169319,AGL,1600,12/31/2023,ALLISON
TRIU8499178,AGL,1520,01/22/2024,ALLISON
TRIU8499178,AGL,80,01/22/2024,TIMCO
TRIU8759402,AGL,1600,01/20/2024,ALLISON
TRIU8786352,AGL,1600,01/20/2024,CANDY DREAMS
TRIU8963782,AGL,1600,01/20/2024,ALLISON
TTNU8011720,AGL,1600,12/30/2023,CANDY DREAMS
TTNU8114482,AGL,1600,12/30/2023,SWEET GLOBE
TTNU8127181,AGL,1600,01/23/2024,TIMCO
TTNU8509034,AGL,1600,02/04/2024,SWEET GLOBE
TTNU8510360,AGL,1600,12/30/2023,ALLISON
TTNU8708798,AGL,1600,01/23/2024,TIMCO
TTNU8716999,AGL,1600,12/31/2023,ALLISON
ZMOU8815767,AGL,1600,01/10/2024,ALLISON
ZMOU8899048,AGL,1600,02/04/2024,SWEET GLOBE
ZMOU8936990,AGL,1600,02/04/2024,SWEET GLOBE
24TRA101481,BORQUEZ,990,05/21/2024,FLAME
24TRA101484,BORQUEZ,900,05/23/2024,FLAME
24TRA101486,BORQUEZ,2240,05/25/2024,FLAME
24TRA101487,BORQUEZ,2520,05/25/2024,FLAME
24TRA101488,BORQUEZ,1520,05/25/2024,FLAME
24TRA101490,BORQUEZ,2340,05/27/2024,FLAME
24TRA101491,BORQUEZ,2240,05/26/2024,FLAME
24TRA101492,BORQUEZ,450,05/26/2024,FLAME
24TRA101492,BORQUEZ,1725,05/26/2024,FLAME
24TRA101493,BORQUEZ,2160,05/27/2024,FLAME
24TRA101495,BORQUEZ,2520,05/27/2024,FLAME
24TRA101497,BORQUEZ,2520,05/27/2024,FLAME
24TRA101498,BORQUEZ,150,05/27/2024,FLAME
24TRA101498,BORQUEZ,960,05/27/2024,FLAME
24TRA101498,BORQUEZ,825,05/27/2024,FLAME
24TRA101499,BORQUEZ,1710,05/28/2024,FLAME
24TRA101502,BORQUEZ,2520,05/28/2024,FLAME
24TRA101503,BORQUEZ,2520,05/28/2024,FLAME
24TRA101504,BORQUEZ,2100,05/28/2024,FLAME
24TRA101505,BORQUEZ,2520,05/28/2024,FLAME
24TRA101514,BORQUEZ,960,05/29/2024,FLAME
24TRA101515,BORQUEZ,2240,05/29/2024,FLAME
24TRA101516,BORQUEZ,2240,05/30/2024,FLAME
24TRA101517,BORQUEZ,2100,05/30/2024,FLAME
24TRA101518,BORQUEZ,2520,05/30/2024,FLAME
24TRA101519,BORQUEZ,2520,05/30/2024,FLAME
24TRA101520,BORQUEZ,2100,05/30/2024,FLAME
24TRA101523,BORQUEZ,2100,05/31/2024,FLAME
24TRA101524,BORQUEZ,2100,05/31/2024,FLAME
24TRA101526,BORQUEZ,2100,05/31/2024,FLAME
24TRA101527,BORQUEZ,2100,05/31/2024,FLAME
24TRA101528,BORQUEZ,480,05/31/2024,FLAME
24TRA101531,BORQUEZ,2240,05/31/2024,FLAME
24TRA101532,BORQUEZ,2240,06/01/2024,FLAME
24TRA101534,BORQUEZ,2520,06/01/2024,FLAME
24TRA101535,BORQUEZ,2240,06/01/2024,FLAME
24TRA101536,BORQUEZ,1200,06/01/2024,FLAME
24TRA101536,BORQUEZ,975,06/01/2024,FLAME
24TRA101537,BORQUEZ,675,06/01/2024,FLAME
24TRA101539,BORQUEZ,2520,06/02/2024,FLAME
24TRA101540,BORQUEZ,2100,06/02/2024,FLAME
24TRA101542,BORQUEZ,2520,06/02/2024,FLAME
24TRA101546,BORQUEZ,2520,06/02/2024,FLAME
24TRA101547,BORQUEZ,2100,06/02/2024,FLAME
24TRA101548,BORQUEZ,2520,06/02/2024,FLAME
24TRA101550,BORQUEZ,1440,06/02/2024,FLAME
24TRA101552,BORQUEZ,1500,06/02/2024,FLAME
24TRA101552,BORQUEZ,450,06/02/2024,FLAME
24TRA101556,BORQUEZ,2520,06/03/2024,FLAME
24TRA101559,BORQUEZ,2100,06/03/2024,FLAME
24TRA101562,BORQUEZ,450,06/03/2024,FLAME
24TRA101564,BORQUEZ,2520,06/03/2024,FLAME
24TRA101565,BORQUEZ,2430,06/03/2024,FLAME
24TRA101568,BORQUEZ,90,06/03/2024,FLAME
24TRA101568,BORQUEZ,1710,06/03/2024,FLAME
24TRA101568,BORQUEZ,600,06/03/2024,FLAME
24TRA101569,BORQUEZ,2520,06/04/2024,FLAME
24TRA101570,BORQUEZ,2520,06/04/2024,FLAME
24TRA101572,BORQUEZ,2100,06/04/2024,FLAME
24TRA101573,BORQUEZ,2160,06/05/2024,FLAME
24TRA101574,BORQUEZ,1800,06/04/2024,FLAME
24TRA101574,BORQUEZ,150,06/04/2024,FLAME
24TRA101576,BORQUEZ,1500,06/04/2024,FLAME
24TRA101577,BORQUEZ,2520,06/04/2024,FLAME
24TRA101579,BORQUEZ,2520,06/05/2024,FLAME
24TRA101580,BORQUEZ,2520,06/05/2024,FLAME
24TRA101581,BORQUEZ,750,06/05/2024,FLAME
24TRA101583,BORQUEZ,2160,06/05/2024,FLAME
24TRA101584,BORQUEZ,1500,06/05/2024,FLAME
24TRA101586,BORQUEZ,2520,06/05/2024,FLAME
24TRA101587,BORQUEZ,2070,06/05/2024,FLAME
24TRA101587,BORQUEZ,450,06/05/2024,FLAME
24TRA101588,BORQUEZ,2250,06/06/2024,FLAME
24TRA101589,BORQUEZ,2520,06/06/2024,FLAME
24TRA101593,BORQUEZ,225,06/06/2024,FLAME
24TRA101595,BORQUEZ,2520,06/06/2024,FLAME
24TRA101596,BORQUEZ,2520,06/07/2024,FLAME
24TRA101605,BORQUEZ,2520,06/07/2024,FLAME
24TRA101607,BORQUEZ,2520,06/08/2024,FLAME
24TRA101609,BORQUEZ,2520,06/08/2024,FLAME
24TRA101610,BORQUEZ,2520,06/08/2024,FLAME
24TRA101611,BORQUEZ,2520,06/08/2024,FLAME
24TRA101612,BORQUEZ,2520,06/08/2024,FLAME
24TRA101614,BORQUEZ,1170,06/08/2024,FLAME
24TRA101614,BORQUEZ,1350,06/08/2024,FLAME
24TRA101616,BORQUEZ,2520,06/09/2024,FLAME
24TRA101617,BORQUEZ,2520,06/09/2024,FLAME
24TRA101620,BORQUEZ,2520,06/09/2024,FLAME
24TRA101621,BORQUEZ,540,06/09/2024,FLAME
24TRA101621,BORQUEZ,1650,06/09/2024,FLAME
24TRA101628,BORQUEZ,225,06/10/2024,SUGAR DROP - ORG
24TRA101641,BORQUEZ,540,06/11/2024,FLAME
24TRA101649,BORQUEZ,2520,06/12/2024,FLAME
24TRA101658,BORQUEZ,270,06/13/2024,FLAME
24TRA101658,BORQUEZ,2250,06/13/2024,SUGAR DROP - ORG
24TRA101660,BORQUEZ,1125,06/13/2024,BI-COLOR
24TRA101660,BORQUEZ,675,06/13/2024,PASSION FIRE-ORG
24TRA101665,BORQUEZ,2520,06/13/2024,FLAME
24TRA101666,BORQUEZ,2520,06/13/2024,FLAME
24TRA101671,BORQUEZ,630,06/14/2024,FLAME
24TRA101671,BORQUEZ,1620,06/14/2024,FLAME
24TRA101671,BORQUEZ,270,06/14/2024,SUGAR DROP - ORG
24TRA101675,BORQUEZ,720,06/14/2024,FLAME
24TRA101675,BORQUEZ,1600,06/14/2024,FLAME
24TRA101677,BORQUEZ,2520,06/14/2024,FLAME
24TRA101682,BORQUEZ,75,06/15/2024,BI-COLOR
24TRA101682,BORQUEZ,180,06/15/2024,FLAME
24TRA101682,BORQUEZ,75,06/15/2024,PASSION FIRE-ORG
24TRA101682,BORQUEZ,1800,06/15/2024,SUGAR DROP - ORG
24TRA101684,BORQUEZ,180,06/15/2024,FLAME
24TRA101684,BORQUEZ,180,06/15/2024,FLAME
24TRA101684,BORQUEZ,225,06/15/2024,FLAME
24TRA101684,BORQUEZ,1575,06/15/2024,FLAME
24TRA101691,BORQUEZ,1350,06/15/2024,FLAME
24TRA101691,BORQUEZ,810,06/15/2024,FLAME
24TRA101702,BORQUEZ,1125,06/17/2024,FLAME
24TRA101702,BORQUEZ,975,06/17/2024,SUGAR DROP - ORG
24TRA101711,BORQUEZ,900,06/18/2024,FLAME
24TRA101711,BORQUEZ,1200,06/18/2024,PASSION FIRE-ORG
24TRA101746,BORQUEZ,900,06/21/2024,PASSION FIRE-ORG
24TRA101765,BORQUEZ,270,06/22/2024,PASSION FIRE-ORG
24TRA101768,BORQUEZ,810,06/23/2024,PASSION FIRE
24TRA101773,BORQUEZ,270,06/23/2024,FLAME
24TRA101773,BORQUEZ,1050,06/23/2024,FLAME
24TRA101773,BORQUEZ,150,06/23/2024,SUGAR DROP
24TRA101785,BORQUEZ,2520,06/25/2024,FLAME
24TRA101786,BORQUEZ,900,06/25/2024,FLAME
24TRA101790,BORQUEZ,2520,06/25/2024,FLAME
24TRA101794,BORQUEZ,720,06/26/2024,PASSION FIRE
24TRA101796,BORQUEZ,2520,06/26/2024,PASSION FIRE
24TRA101797,BORQUEZ,2520,06/26/2024,PASSION FIRE
24TRA101801,BORQUEZ,2520,06/27/2024,FLAME
24TRA101802,BORQUEZ,2520,06/27/2024,FLAME
24TRA101804,BORQUEZ,1080,06/27/2024,FLAME
24TRA101805,BORQUEZ,750,06/28/2024,PASSION FIRE
24TRA101805,BORQUEZ,225,06/28/2024,PASSION FIRE
24TRA101805,BORQUEZ,270,06/29/2024,PASSION FIRE
24TRA101806,BORQUEZ,2100,06/28/2024,PASSION FIRE
24TRA101808,BORQUEZ,900,06/27/2024,PASSION FIRE
24TRA101808,BORQUEZ,1350,06/27/2024,PASSION FIRE-ORG
24TRA101814,BORQUEZ,1650,06/28/2024,PASSION FIRE
24TRA101816,BORQUEZ,1890,06/28/2024,FLAME
24TRA101818,BORQUEZ,2520,06/28/2024,PASSION FIRE
24TRA101821,BORQUEZ,2520,07/01/2024,FLAME
24TRA101823,BORQUEZ,1440,07/01/2024,FLAME
24TRA101829,BORQUEZ,1170,07/03/2024,FLAME
24TRA104662,BORQUEZ,270,05/16/2024,EARLY SWEET
24TRA104662,BORQUEZ,320,05/16/2024,EARLY SWEET
24TRA104668,BORQUEZ,1200,05/17/2024,EARLY SWEET
24TRA104670,BORQUEZ,2160,05/18/2024,EARLY SWEET
24TRA104670,BORQUEZ,80,05/18/2024,EARLY SWEET
24TRA104671,BORQUEZ,640,05/20/2024,EARLY SWEET
24TRA104671,BORQUEZ,80,05/20/2024,EARLY SWEET
24TRA104675,BORQUEZ,2240,05/20/2024,EARLY SWEET
24TRA104676,BORQUEZ,2240,05/20/2024,EARLY SWEET
24TRA104677,BORQUEZ,2520,05/20/2024,EARLY SWEET
24TRA104678,BORQUEZ,2520,05/20/2024,EARLY SWEET
24TRA104679,BORQUEZ,1710,05/20/2024,EARLY SWEET
24TRA104686,BORQUEZ,2520,05/21/2024,EARLY SWEET
24TRA104687,BORQUEZ,1080,05/21/2024,EARLY SWEET
24TRA104691,BORQUEZ,2520,05/22/2024,EARLY SWEET
24TRA104695,BORQUEZ,2240,05/22/2024,EARLY SWEET
24TRA104696,BORQUEZ,80,05/22/2024,EARLY SWEET
24TRA104696,BORQUEZ,1280,05/22/2024,EARLY SWEET
24TRA104698,BORQUEZ,2520,05/22/2024,EARLY SWEET
24TRA104699,BORQUEZ,2240,05/23/2024,EARLY SWEET
24TRA104700,BORQUEZ,2520,05/23/2024,EARLY SWEET
24TRA104701,BORQUEZ,270,05/24/2024,EARLY SWEET
24TRA104701,BORQUEZ,2000,05/24/2024,EARLY SWEET
