Exporter,Lotid,Date,Movement,Quantity,Inventory Balance,Days In Inventory,Variety,Packaging Style
AGL,BMOU9893061,01/28/2024,Entry,1600.0,1600.0,0,TIMCO,Clam
AGL,BMOU9893061,02/06/2024,Sale,-1600.0,0.0,9,TIMCO,Clam
AGL,BMOU9893816,02/04/2024,Entry,1600.0,1600.0,0,SWEET GLOBE,Clam
AGL,BMOU9893816,02/16/2024,Sale,-1200.0,400.0,12,SWEET GLOBE,Clam
AGL,BMOU9893816,02/17/2024,Sale,-400.0,0.0,13,SWEET GLOBE,Clam
AGL,CAIU5542270,01/23/2024,Entry,1600.0,1600.0,0,ALLISON,Clam
AGL,CAIU5542270,01/24/2024,Sale,-320.0,1280.0,1,ALLISON,Clam
AGL,CAIU5542270,01/24/2024,Sale,-80.0,1200.0,1,ALLISON,Clam
AGL,CAIU5542270,01/29/2024,Sale,-80.0,1120.0,6,ALLISON,Clam
AGL,CAIU5542270,01/31/2024,Sale,-1040.0,80.0,8,ALLISON,Clam
AGL,CAIU5542270,02/03/2024,Sale,-80.0,0.0,11,ALLISON,Clam
AGL,CAIU5553870,01/20/2024,Sale,-560.0,-560.0,0,SWEET GLOBE,Clam
AGL,CAIU5553870,01/20/2024,Sale,-1040.0,-1600.0,0,SWEET GLOBE,Clam
AGL,CAIU5553870,01/23/2024,Entry,1600.0,0.0,3,SWEET GLOBE,Clam
AGL,CRLU1324216,01/22/2024,Entry,1600.0,1600.0,0,SWEET GLOBE,Clam
AGL,CRLU1324216,02/01/2024,Sale,-720.0,880.0,10,SWEET GLOBE,Clam
AGL,CRLU1324216,02/02/2024,Sale,-560.0,320.0,11,SWEET GLOBE,Clam
AGL,CRLU1324216,02/09/2024,Sale,-320.0,0.0,18,SWEET GLOBE,Clam
AGL,CRSU6064441,12/30/2023,Entry,1600.0,1600.0,0,CANDY DREAMS,Clam
AGL,CRSU6064441,01/20/2024,Sale,-320.0,1280.0,21,CANDY DREAMS,Clam
AGL,CRSU6064441,01/22/2024,Sale,-640.0,640.0,23,CANDY DREAMS,Clam
AGL,CRSU6064441,01/24/2024,Sale,-640.0,0.0,25,CANDY DREAMS,Clam
AGL,CRSU6126939,12/30/2023,Entry,1600.0,1600.0,0,CANDY DREAMS,Clam
AGL,CRSU6126939,01/23/2024,Sale,-800.0,800.0,24,CANDY DREAMS,Clam
AGL,CRSU6126939,01/23/2024,Sale,-240.0,560.0,24,CANDY DREAMS,Clam
AGL,CRSU6126939,01/24/2024,Sale,-560.0,0.0,25,CANDY DREAMS,Clam
AGL,CRXU6955248,01/20/2024,Entry,1600.0,1600.0,0,SWEET FAVORS,Clam
AGL,CRXU6955248,02/14/2024,Sale,-720.0,880.0,25,SWEET FAVORS,Clam
AGL,CRXU6955248,02/14/2024,Sale,-80.0,800.0,25,SWEET FAVORS,Clam
AGL,CRXU6955248,02/15/2024,Sale,-640.0,160.0,26,SWEET FAVORS,Clam
AGL,CRXU6955248,02/17/2024,Sale,-160.0,0.0,28,SWEET FAVORS,Clam
AGL,CTWU1600440,12/28/2023,Sale,-1700.0,-1700.0,0,BI-COLOR,Clam
AGL,CTWU1600440,12/30/2023,Entry,1700.0,0.0,2,BI-COLOR,Clam
AGL,CTWU1600646,12/27/2023,Entry,1600.0,1600.0,0,ALLISON,Clam
AGL,CTWU1600646,01/04/2024,Sale,-720.0,880.0,8,ALLISON,Clam
AGL,CTWU1600646,01/04/2024,Sale,-800.0,80.0,8,ALLISON,Clam
AGL,CTWU1600646,01/08/2024,Sale,-80.0,0.0,12,ALLISON,Clam
AGL,CTWU1601025,12/30/2023,Entry,1600.0,1600.0,0,ALLISON,Clam
AGL,CTWU1601025,01/09/2024,Sale,-320.0,1280.0,10,ALLISON,Clam
AGL,CTWU1601025,01/09/2024,Sale,-320.0,960.0,10,ALLISON,Clam
AGL,CTWU1601025,01/13/2024,Sale,-720.0,240.0,14,ALLISON,Clam
AGL,CTWU1601025,01/15/2024,Sale,-240.0,0.0,16,ALLISON,Clam
AGL,CTWU1601278,12/15/2023,Entry,1600.0,1600.0,0,IVORY,Clam
AGL,CTWU1601278,01/04/2024,Sale,-320.0,1280.0,20,IVORY,Clam
AGL,CTWU1601278,01/06/2024,Sale,-880.0,400.0,22,IVORY,Clam
AGL,CTWU1601278,01/06/2024,Sale,-400.0,0.0,22,IVORY,Clam
AGL,CTWU1601365,12/27/2023,Entry,1600.0,1600.0,0,SWEET GLOBE,Clam
AGL,CTWU1601365,01/09/2024,Sale,-880.0,720.0,13,SWEET GLOBE,Clam
AGL,CTWU1601365,01/10/2024,Sale,-80.0,640.0,14,SWEET GLOBE,Clam
AGL,CTWU1601365,01/11/2024,Sale,-640.0,0.0,15,SWEET GLOBE,Clam
AGL,CTWU1602607,01/15/2024,Entry,1900.0,1900.0,0,SWEET FAVORS,Bag
AGL,CTWU1602607,01/19/2024,Sale,-190.0,1710.0,4,SWEET FAVORS,Bag
AGL,CTWU1602607,01/22/2024,Sale,-95.0,1615.0,7,SWEET FAVORS,Bag
AGL,CTWU1602607,01/22/2024,Sale,-190.0,1425.0,7,SWEET FAVORS,Bag
AGL,CTWU1602607,01/23/2024,Sale,-95.0,1330.0,8,SWEET FAVORS,Bag
AGL,CTWU1602607,01/25/2024,Sale,-95.0,1235.0,10,SWEET FAVORS,Bag
AGL,CTWU1602607,01/25/2024,Sale,-95.0,1140.0,10,SWEET FAVORS,Bag
AGL,CTWU1602607,01/25/2024,Sale,-380.0,760.0,10,SWEET FAVORS,Bag
AGL,CTWU1602607,01/25/2024,Sale,-475.0,285.0,10,SWEET FAVORS,Bag
AGL,CTWU1602607,01/26/2024,Sale,-190.0,95.0,11,SWEET FAVORS,Bag
AGL,CTWU1602607,01/26/2024,Sale,-95.0,0.0,11,SWEET FAVORS,Bag
AGL,CTWU1603162,01/28/2024,Entry,1600.0,1600.0,0,TIMCO,Clam
AGL,CTWU1603162,02/07/2024,Sale,-1200.0,400.0,10,TIMCO,Clam
AGL,CTWU1603162,02/09/2024,Sale,-400.0,0.0,12,TIMCO,Clam
AGL,CXRU1434990,01/23/2024,Entry,1600.0,1600.0,0,CANDY DREAMS,Clam
AGL,CXRU1434990,02/08/2024,Sale,-320.0,1280.0,16,CANDY DREAMS,Clam
AGL,CXRU1434990,02/10/2024,Sale,-240.0,1040.0,18,CANDY DREAMS,Clam
AGL,CXRU1434990,02/12/2024,Sale,-240.0,800.0,20,CANDY DREAMS,Clam
AGL,CXRU1434990,02/12/2024,Sale,-800.0,0.0,20,CANDY DREAMS,Clam
AGL,CXRU1457260,12/30/2023,Entry,1600.0,1600.0,0,IVORY,Clam
AGL,CXRU1457260,12/30/2023,Sale,-320.0,1280.0,0,IVORY,Clam
AGL,CXRU1457260,01/02/2024,Sale,-1280.0,0.0,3,IVORY,Clam
AGL,CXRU1636939,01/19/2024,Sale,-960.0,-960.0,0,SWEET GLOBE,Clam
AGL,CXRU1636939,01/23/2024,Entry,1600.0,640.0,4,SWEET GLOBE,Clam
AGL,CXRU1636939,01/23/2024,Sale,-640.0,0.0,4,SWEET GLOBE,Clam
AGL,EMCU5307609,01/01/2024,Sale,-1600.0,-1600.0,0,SWEET GLOBE,Clam
AGL,EMCU5307609,01/29/2024,Entry,1600.0,0.0,28,SWEET GLOBE,Clam
AGL,EMCU5326234,01/01/2024,Sale,-1600.0,-1600.0,0,SWEET GLOBE,Clam
AGL,EMCU5326234,01/29/2024,Entry,1600.0,0.0,28,SWEET GLOBE,Clam
AGL,EMCU5344285,01/03/2024,Sale,-1600.0,-1600.0,0,SWEET GLOBE,Clam
AGL,EMCU5344285,01/23/2024,Entry,1600.0,0.0,20,SWEET GLOBE,Clam
AGL,EMCU5350842,12/30/2023,Entry,1600.0,1600.0,0,SWEET GLOBE,Clam
AGL,EMCU5350842,01/03/2024,Sale,-1600.0,0.0,4,SWEET GLOBE,Clam
AGL,EMCU5374314,12/14/2023,Sale,-42.0,-42.0,0,SWEET GLOBE,Clam
AGL,EMCU5374314,12/14/2023,Sale,-1520.0,-1562.0,0,SWEET GLOBE,Clam
AGL,EMCU5374314,12/14/2023,Sale,-38.0,-1600.0,0,SWEET GLOBE,Clam
AGL,EMCU5374314,12/30/2023,Entry,1600.0,0.0,16,SWEET GLOBE,Clam
AGL,EMCU5385577,12/14/2023,Sale,-38.0,-38.0,0,SWEET GLOBE,Clam
AGL,EMCU5385577,12/14/2023,Sale,-1520.0,-1558.0,0,SWEET GLOBE,Clam
AGL,EMCU5385577,12/14/2023,Sale,-42.0,-1600.0,0,SWEET GLOBE,Clam
AGL,EMCU5385577,12/30/2023,Entry,1600.0,0.0,16,SWEET GLOBE,Clam
AGL,EMCU5387100,12/14/2023,Sale,-1600.0,-1600.0,0,SWEET GLOBE,Clam
AGL,EMCU5387100,12/30/2023,Entry,1600.0,0.0,16,SWEET GLOBE,Clam
AGL,EMCU5479022,12/21/2023,Sale,-1600.0,-1600.0,0,SWEET GLOBE,Clam
AGL,EMCU5479022,12/30/2023,Entry,1600.0,0.0,9,SWEET GLOBE,Clam
AGL,EMCU5567170,12/21/2023,Sale,-1600.0,-1600.0,0,SWEET GLOBE,Clam
AGL,EMCU5567170,12/30/2023,Entry,1600.0,0.0,9,SWEET GLOBE,Clam
AGL,EMCU5580043,12/21/2023,Sale,-1600.0,-1600.0,0,SWEET GLOBE,Clam
AGL,EMCU5580043,12/30/2023,Entry,1600.0,0.0,9,SWEET GLOBE,Clam
AGL,EMCU5585770,12/21/2023,Sale,-1600.0,-1600.0,0,SWEET GLOBE,Clam
AGL,EMCU5585770,12/30/2023,Entry,1600.0,0.0,9,SWEET GLOBE,Clam
AGL,EMCU5593502,01/01/2024,Sale,-1600.0,-1600.0,0,SWEET FAVORS,Clam
AGL,EMCU5593502,01/30/2024,Entry,1600.0,0.0,29,SWEET FAVORS,Clam
AGL,EMCU5594617,12/21/2023,Sale,-1600.0,-1600.0,0,SWEET GLOBE,Clam
AGL,EMCU5594617,12/30/2023,Entry,1600.0,0.0,9,SWEET GLOBE,Clam
AGL,EMCU5610750,01/01/2024,Sale,-1600.0,-1600.0,0,SWEET FAVORS,Clam
AGL,EMCU5610750,01/30/2024,Entry,1600.0,0.0,29,SWEET FAVORS,Clam
AGL,EMCU5648586,01/03/2024,Sale,-1600.0,-1600.0,0,SWEET GLOBE,Clam
AGL,EMCU5648586,01/23/2024,Entry,1600.0,0.0,20,SWEET GLOBE,Clam
AGL,FSCU5778149,12/30/2023,Entry,1600.0,1600.0,0,IVORY,Clam
AGL,FSCU5778149,12/30/2023,Sale,-1600.0,0.0,0,IVORY,Clam
AGL,FSCU5784368,01/20/2024,Entry,1600.0,1600.0,0,CANDY DREAMS,Clam
AGL,FSCU5784368,02/02/2024,Sale,-320.0,1280.0,13,CANDY DREAMS,Clam
AGL,FSCU5784368,02/05/2024,Sale,-1280.0,0.0,16,CANDY DREAMS,Clam
AGL,HLBU9076418,12/30/2023,Entry,1600.0,1600.0,0,ALLISON,Clam
AGL,HLBU9076418,01/08/2024,Sale,-1120.0,480.0,9,ALLISON,Clam
AGL,HLBU9076418,01/08/2024,Sale,-480.0,0.0,9,ALLISON,Clam
AGL,HLBU9113276,12/15/2023,Entry,1600.0,1600.0,0,CANDY SNAP,Clam
AGL,HLBU9113276,01/04/2024,Sale,-1600.0,0.0,20,CANDY SNAP,Clam
AGL,HLBU9130479,01/22/2024,Entry,1600.0,1600.0,0,ALLISON,Clam
AGL,HLBU9130479,01/27/2024,Sale,-1600.0,0.0,5,ALLISON,Clam
AGL,HLBU9182718,01/22/2024,Entry,1600.0,1600.0,0,SWEET GLOBE,Clam
AGL,HLBU9182718,01/30/2024,Sale,-400.0,1200.0,8,SWEET GLOBE,Clam
AGL,HLBU9182718,01/30/2024,Sale,-640.0,560.0,8,SWEET GLOBE,Clam
AGL,HLBU9182718,01/30/2024,Sale,-560.0,0.0,8,SWEET GLOBE,Clam
AGL,HLBU9458350,12/15/2023,Entry,1600.0,1600.0,0,CANDY SNAP,Clam
AGL,HLBU9458350,01/04/2024,Sale,-1600.0,0.0,20,CANDY SNAP,Clam
AGL,HLBU9534608,01/22/2024,Entry,1600.0,1600.0,0,SWEET GLOBE,Clam
AGL,HLBU9534608,01/29/2024,Sale,-1600.0,0.0,7,SWEET GLOBE,Clam
AGL,HLBU9535688,12/30/2023,Entry,1600.0,1600.0,0,CANDY SNAP,Clam
AGL,HLBU9535688,01/11/2024,Sale,-1600.0,0.0,12,CANDY SNAP,Clam
AGL,HLBU9557244,01/22/2024,Entry,1600.0,1600.0,0,SWEET GLOBE,Clam
AGL,HLBU9557244,01/26/2024,Sale,-80.0,1520.0,4,SWEET GLOBE,Clam
AGL,HLBU9557244,01/29/2024,Sale,-320.0,1200.0,7,SWEET GLOBE,Clam
AGL,HLBU9557244,01/30/2024,Sale,-1200.0,0.0,8,SWEET GLOBE,Clam
AGL,HLBU9607031,01/22/2024,Entry,1600.0,1600.0,0,SWEET GLOBE,Clam
AGL,HLBU9607031,01/30/2024,Sale,-400.0,1200.0,8,SWEET GLOBE,Clam
AGL,HLBU9607031,01/31/2024,Sale,-1200.0,0.0,9,SWEET GLOBE,Clam
AGL,HLBU9730220,12/30/2023,Entry,1600.0,1600.0,0,CANDY SNAP,Clam
AGL,HLBU9730220,01/12/2024,Sale,-1600.0,0.0,13,CANDY SNAP,Clam
AGL,HLBU9770096,12/30/2023,Entry,1600.0,1600.0,0,ALLISON,Clam
AGL,HLBU9770096,01/04/2024,Sale,-1600.0,0.0,5,ALLISON,Clam
AGL,HLBU9847372,12/15/2023,Entry,1600.0,1600.0,0,CANDY SNAP,Clam
AGL,HLBU9847372,01/05/2024,Sale,-1600.0,0.0,21,CANDY SNAP,Clam
AGL,HLBU9866285,12/17/2023,Entry,1600.0,1600.0,0,CANDY SNAP,Clam
AGL,HLBU9866285,01/10/2024,Sale,-1598.0,2.0,24,CANDY SNAP,Clam
AGL,HLBU9889784,01/05/2024,Entry,1600.0,1600.0,0,ALLISON,Clam
AGL,HLBU9889784,01/19/2024,Sale,-400.0,1200.0,14,ALLISON,Clam
AGL,HLBU9889784,01/19/2024,Sale,-480.0,720.0,14,ALLISON,Clam
AGL,HLBU9889784,01/20/2024,Sale,-720.0,0.0,15,ALLISON,Clam
AGL,HLBU9902778,12/15/2023,Entry,1600.0,1600.0,0,CANDY SNAP,Clam
AGL,HLBU9902778,01/04/2024,Sale,-1600.0,0.0,20,CANDY SNAP,Clam
AGL,HLBU9919533,01/22/2024,Entry,1600.0,1600.0,0,ALLISON,Clam
AGL,HLBU9919533,01/29/2024,Sale,-1600.0,0.0,7,ALLISON,Clam
AGL,HLBU9956250,01/05/2024,Entry,1600.0,1600.0,0,ALLISON,Clam
AGL,HLBU9956250,01/20/2024,Sale,-720.0,880.0,15,ALLISON,Clam
AGL,HLBU9956250,01/20/2024,Sale,-880.0,0.0,15,ALLISON,Clam
AGL,HLBU9962571,12/30/2023,Entry,1600.0,1600.0,0,CANDY DREAMS,Clam
AGL,HLBU9962571,01/23/2024,Sale,-800.0,800.0,24,CANDY DREAMS,Clam
AGL,HLBU9962571,01/23/2024,Sale,-560.0,240.0,24,CANDY DREAMS,Clam
AGL,HLBU9962571,01/27/2024,Sale,-240.0,0.0,28,CANDY DREAMS,Clam
AGL,HLBU9967568,01/05/2024,Entry,1600.0,1600.0,0,ALLISON,Clam
AGL,HLBU9967568,01/20/2024,Sale,-880.0,720.0,15,ALLISON,Clam
AGL,HLBU9967568,01/22/2024,Sale,-720.0,0.0,17,ALLISON,Clam
AGL,HLBU9971681,12/15/2023,Entry,1600.0,1600.0,0,CANDY SNAP,Clam
AGL,HLBU9971681,01/05/2024,Sale,-1600.0,0.0,21,CANDY SNAP,Clam
AGL,HLBU9972219,12/30/2023,Entry,1600.0,1600.0,0,ALLISON,Clam
AGL,HLBU9972219,01/19/2024,Sale,-1520.0,80.0,20,ALLISON,Clam
AGL,HLBU9972219,01/19/2024,Sale,-80.0,0.0,20,ALLISON,Clam
AGL,HLBU9977490,01/04/2024,Entry,1600.0,1600.0,0,CANDY DREAMS,Clam
AGL,HLBU9977490,01/30/2024,Sale,-1200.0,400.0,26,CANDY DREAMS,Clam
AGL,HLBU9977490,02/02/2024,Sale,-400.0,0.0,29,CANDY DREAMS,Clam
AGL,MEDU9009491,01/20/2024,Entry,1600.0,1600.0,0,SWEET GLOBE,Clam
AGL,MEDU9009491,01/25/2024,Sale,-560.0,1040.0,5,SWEET GLOBE,Clam
AGL,MEDU9009491,01/26/2024,Sale,-1040.0,0.0,6,SWEET GLOBE,Clam
AGL,MEDU9622749,12/30/2023,Entry,1600.0,1600.0,0,CANDY DREAMS,Clam
AGL,MEDU9622749,02/01/2024,Sale,-480.0,1120.0,33,CANDY DREAMS,Clam
AGL,MEDU9622749,02/02/2024,Sale,-720.0,400.0,34,CANDY DREAMS,Clam
AGL,MEDU9622749,02/05/2024,Sale,-80.0,320.0,37,CANDY DREAMS,Clam
AGL,MEDU9622749,02/08/2024,Sale,-320.0,0.0,40,CANDY DREAMS,Clam
AGL,MEDU9729280,01/20/2024,Entry,1600.0,1600.0,0,SWEET GLOBE,Clam
AGL,MEDU9729280,01/25/2024,Sale,-400.0,1200.0,5,SWEET GLOBE,Clam
AGL,MEDU9729280,01/25/2024,Sale,-80.0,1120.0,5,SWEET GLOBE,Clam
AGL,MEDU9729280,01/25/2024,Sale,-1120.0,0.0,5,SWEET GLOBE,Clam
AGL,MEDU9786779,01/20/2024,Entry,1600.0,1600.0,0,ALLISON,Clam
AGL,MEDU9786779,01/20/2024,Sale,-1600.0,0.0,0,ALLISON,Clam
AGL,MEDU9805420,12/30/2023,Entry,1600.0,1600.0,0,CANDY SNAP,Clam
AGL,MEDU9805420,01/02/2024,Sale,-1600.0,0.0,3,CANDY SNAP,Clam
AGL,MEDU9807188,01/20/2024,Entry,1600.0,1600.0,0,ALLISON,Clam
AGL,MEDU9807188,01/25/2024,Sale,-960.0,640.0,5,ALLISON,Clam
AGL,MEDU9807188,01/30/2024,Sale,-400.0,240.0,10,ALLISON,Clam
AGL,MEDU9807188,02/03/2024,Sale,-240.0,0.0,14,ALLISON,Clam
AGL,MMAU1269107,01/30/2024,Entry,1600.0,1600.0,0,CANDY DREAMS,Clam
AGL,MMAU1269107,02/14/2024,Sale,-160.0,1440.0,15,CANDY DREAMS,Clam
AGL,MMAU1269107,02/17/2024,Sale,-160.0,1280.0,18,CANDY DREAMS,Clam
AGL,MMAU1269107,02/17/2024,Sale,-240.0,1040.0,18,CANDY DREAMS,Clam
AGL,MMAU1269107,02/19/2024,Sale,-160.0,880.0,20,CANDY DREAMS,Clam
AGL,MMAU1269107,02/19/2024,Sale,-320.0,560.0,20,CANDY DREAMS,Clam
AGL,MMAU1269107,02/19/2024,Sale,-320.0,240.0,20,CANDY DREAMS,Clam
AGL,MMAU1269107,02/19/2024,Sale,-160.0,80.0,20,CANDY DREAMS,Clam
AGL,MMAU1303650,12/30/2023,Entry,1800.0,1800.0,0,ALLISON,Bag
AGL,MMAU1303650,01/16/2024,Sale,-1260.0,540.0,17,ALLISON,Bag
AGL,MMAU1303650,01/16/2024,Sale,-90.0,450.0,17,ALLISON,Bag
AGL,MMAU1303650,01/17/2024,Sale,-450.0,0.0,18,ALLISON,Bag
AGL,MMAU1304002,12/30/2023,Entry,1800.0,1800.0,0,ALLISON,Bag
AGL,MMAU1304002,01/16/2024,Sale,-1260.0,540.0,17,ALLISON,Bag
AGL,MMAU1304002,01/16/2024,Sale,-540.0,0.0,17,ALLISON,Bag
AGL,MMAU1311001,12/30/2023,Entry,1600.0,1600.0,0,ALLISON,Clam
AGL,MMAU1311001,01/15/2024,Sale,-800.0,800.0,16,ALLISON,Clam
AGL,MMAU1311001,01/16/2024,Sale,-800.0,0.0,17,ALLISON,Clam
AGL,MMAU1367680,12/30/2023,Entry,1600.0,1600.0,0,ALLISON,Clam
AGL,MMAU1367680,01/16/2024,Sale,-800.0,800.0,17,ALLISON,Clam
AGL,MMAU1367680,01/17/2024,Sale,-640.0,160.0,18,ALLISON,Clam
AGL,MMAU1367680,01/19/2024,Sale,-160.0,0.0,20,ALLISON,Clam
AGL,MMAU1373580,12/30/2023,Entry,1600.0,1600.0,0,ALLISON,Clam
AGL,MMAU1373580,01/15/2024,Sale,-1600.0,0.0,16,ALLISON,Clam
AGL,MMAU1440884,01/23/2024,Entry,1600.0,1600.0,0,SWEET GLOBE,Clam
AGL,MMAU1440884,02/05/2024,Sale,-800.0,800.0,13,SWEET GLOBE,Clam
AGL,MMAU1440884,02/05/2024,Sale,-800.0,0.0,13,SWEET GLOBE,Clam
AGL,MNBU0004376,02/06/2024,Entry,1600.0,1600.0,0,SWEET GLOBE,Clam
AGL,MNBU0004376,02/29/2024,Sale,-800.0,800.0,23,SWEET GLOBE,Clam
AGL,MNBU0004376,02/29/2024,Sale,-800.0,0.0,23,SWEET GLOBE,Clam
AGL,MNBU0069989,01/23/2024,Entry,1600.0,1600.0,0,SWEET GLOBE,Clam
AGL,MNBU0069989,02/03/2024,Sale,-800.0,800.0,11,SWEET GLOBE,Clam
AGL,MNBU0069989,02/03/2024,Sale,-800.0,0.0,11,SWEET GLOBE,Clam
AGL,MNBU0100873,12/30/2023,Entry,1600.0,1600.0,0,ALLISON,Clam
AGL,MNBU0100873,02/23/2024,Sale,-1460.0,140.0,55,ALLISON,Clam
AGL,MNBU0142570,01/28/2024,Entry,1600.0,1600.0,0,CANDY DREAMS,Clam
AGL,MNBU0142570,02/13/2024,Sale,-480.0,1120.0,16,CANDY DREAMS,Clam
AGL,MNBU0142570,02/13/2024,Sale,-480.0,640.0,16,CANDY DREAMS,Clam
AGL,MNBU0142570,02/14/2024,Sale,-640.0,0.0,17,CANDY DREAMS,Clam
AGL,MNBU0191512,12/30/2023,Entry,1600.0,1600.0,0,CANDY DREAMS,Clam
AGL,MNBU0191512,01/20/2024,Sale,-1600.0,0.0,21,CANDY DREAMS,Clam
AGL,MNBU0213231,01/08/2024,Entry,1600.0,1600.0,0,SWEET GLOBE,Clam
AGL,MNBU0213231,01/23/2024,Sale,-80.0,1520.0,15,SWEET GLOBE,Clam
